Index,University,Artificial Intelligence & Machine Learning,Data Science & Data Mining,Computer Vision & Image Processing,Natural Language Processing,Systems & Networking,Databases,Security & Privacy,Human Computer Interaction,Theoretical Computer Science,Software Engineering,Computer Graphics & Virtual Reality,Quantum Computing,Interdisciplinary Fields,Continent
265,SIU Carbondale,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
266,Fudan University,0,0,1.0808163265306123,0,0,0,0,0,0,0,0,0,0,asia
267,National Tsing Hua University,0,0,0.5,0,0,0,0,0,0,0,0,0,0,asia
268,University of Iowa,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
269,Louisiana State University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
270,South Asian University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
271,CUNY,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
272,Brigham Young University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
273,University of Massachusetts Boston,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
274,University of Texas at Arlington,0,0,1.0,0,0,0,0,0,0,0,0,0,0,North America
275,New Mexico State University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
276,Colorado School of Mines,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
277,Baylor University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
278,Univ. of California - Irvine,0,0,3.367630385487528,0,0,0,0,0,0,0,0,0,0,North America
279,Massey University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,australasia
280,MBZUAI,0,0,3.555555555555556,0,0,0,0,0,0,0,0,0,0,asia
281,NWPU,0,0,1.1111111111111112,0,0,0,0,0,0,0,0,0,0,asia
282,Hunan University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
283,Yangzhou University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
284,Tsinghua University,0,0,1.125,0,0,0,0,0,0,0,0,0,0,asia
285,Tongji University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
286,College of William and Mary,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
287,Central South University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
288,The Hong Kong Polytechnic University,0,0,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,asia
289,Simon Fraser University,0,0,6.106168639053255,0,0,0,0,0,0,0,0,0,0,North America
290,SUTD,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
291,Wuhan University,0,0,1.1805555555555554,0,0,0,0,0,0,0,0,0,0,asia
292,Shenzhen University,0,0,0.125,0,0,0,0,0,0,0,0,0,0,asia
293,National Taiwan University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
294,Illinois Institute of Technology,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
295,Montana State University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
296,HKUST,0,0,0.3472222222222222,0,0,0,0,0,0,0,0,0,0,asia
297,Concordia University,0,0,1.0,0,0,0,0,0,0,0,0,0,0,North America
298,University of South Carolina,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
299,Univ. of California - Riverside,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
300,University of Würzburg,0,0,0.1736111111111111,0,0,0,0,0,0,0,0,0,0,europe
301,Friedrich Schiller University Jena,0,0,1.0,0,0,0,0,0,0,0,0,0,0,europe
302,University of Michigan-Dearborn,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
303,University of Twente,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
304,University of Ulm,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
305,DAIICT,0,0,0.0,0,0,0,0,0,0,0,0,0,0,asia
306,TU Dresden,0,0,1.03125,0,0,0,0,0,0,0,0,0,0,europe
307,University of Erlangen–Nuremberg,0,0,1.0,0,0,0,0,0,0,0,0,0,0,europe
308,Lund University,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
309,TU Darmstadt,0,0,1.436649659863945,0,0,0,0,0,0,0,0,0,0,europe
310,University of Osnabrück,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
311,University of Glasgow,0,0,0.0,0,0,0,0,0,0,0,0,0,0,europe
312,University of Guelph,0,0,0.0,0,0,0,0,0,0,0,0,0,0,North America
