Faculty Name,University,Conference,Category,Score,Matched
Howie Choset,Carnegie Mellon University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Yoon Kim,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.04,Yes
Eduard Hovy,University of Melbourne,ICCV,Computer Vision & Image Processing,0.0625,Yes
Mengyu Chu,Peking University,ICCV,Computer Vision & Image Processing,0.04,Yes
Lihi Zelnik-Manor,Technion,ICCV,Computer Vision & Image Processing,0.04,Yes
Siva Reddy,McGill University,ICCV,Computer Vision & Image Processing,0.04,Yes
Edward Johns,Imperial College London,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Krikamol Muandet,CISPA Helmholtz Center,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Darren Cosker,University of Bath,ICCV,Computer Vision & Image Processing,0.04,Yes
Yoichi Sato,University of Tokyo,ICCV,Computer Vision & Image Processing,0.0625,Yes
Amit K. Roy-Chowdhury,Univ. of California - Riverside,ICCV,Computer Vision & Image Processing,0.04,Yes
B. S. Manjunath,Univ. of California - Santa Barbara,ICCV,Computer Vision & Image Processing,0.04,Yes
David A. Wagner 0001,Univ. of California - Berkeley,ICCV,Computer Vision & Image Processing,0.25,Yes
Ruzena Bajcsy,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.25,Yes
Shree K. Nayar,Columbia University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Graham W. Taylor,University of Guelph,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Federica Arrigoni,Politecnico di Milano,ICCV,Computer Vision & Image Processing,0.25,Yes
Andrew McCallum,University of Massachusetts Amherst,ICCV,Computer Vision & Image Processing,0.25,Yes
Jinjun Xiong,University at Buffalo,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Nick Barnes,Australian National University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Hongkai Yu,Cleveland State University,ICCV,Computer Vision & Image Processing,0.04,Yes
Paul Hand,Northeastern University,ICCV,Computer Vision & Image Processing,0.25,Yes
Xiang Long,Beihang University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Gerard de Melo,Hasso Plattner Institute,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Pedro Hermosilla,TU Wien,ICCV,Computer Vision & Image Processing,0.04,Yes
Timo Ropinski,University of Ulm,ICCV,Computer Vision & Image Processing,0.04,Yes
Markus H. Gross,ETH Zurich,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Xiaojiang Chen,Northwest University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Aming Wu,Xidian University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Yahong Han,Tianjin University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Allan D. Jepson,University of Toronto,ICCV,Computer Vision & Image Processing,0.0625,Yes
Sven J. Dickinson,University of Toronto,ICCV,Computer Vision & Image Processing,0.0625,Yes
Richard J. Anderson,University of Washington,ICCV,Computer Vision & Image Processing,0.25,Yes
Prem Kalra,IIT Delhi,ICCV,Computer Vision & Image Processing,0.0625,Yes
Lea Schönherr,CISPA Helmholtz Center,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Amit Bermano,Tel Aviv University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Luke Zettlemoyer,University of Washington,ICCV,Computer Vision & Image Processing,0.25,Yes
Nakul Gopalan,Arizona State University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Stefanie Tellex,Brown University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Zibin Zheng,Sun Yat-sen University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Xiaoning Qian,Texas A&M University,ICCV,Computer Vision & Image Processing,0.04,Yes
Gopalakrishnan Srinivasan,IIT Madras,ICCV,Computer Vision & Image Processing,0.0625,Yes
Andreas Lanitis,Cyprus University of Technology,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Christopher J. Taylor 0001,University of Manchester,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Michael Gleicher,University of Wisconsin - Madison,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Wen-Yan Lin,Singapore Management University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Yasuyuki Matsushita,Osaka University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Tzu-Mao Li,Univ. of California - San Diego,ICCV,Computer Vision & Image Processing,0.0625,Yes
Wenjie Pei,Harbin Institute of Technology,ICCV,Computer Vision & Image Processing,0.04,Yes
Jesse Thomason,University of Southern California,ICCV,Computer Vision & Image Processing,0.0069444444444444,Yes
Joyce Chai,University of Michigan,ICCV,Computer Vision & Image Processing,0.0069444444444444,Yes
Mirella Lapata,University of Edinburgh,ICCV,Computer Vision & Image Processing,0.0069444444444444,Yes
Xinya Du,University of Texas at Dallas,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Claire Cardie,Cornell University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Ioannis A. Kakadiaris,University of Houston,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Francis Bach,Ecole Normale Superieure,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Zhaozheng Yin,Stony Brook University,ICCV,Computer Vision & Image Processing,0.04,Yes
Zhihai He,University of Missouri,ICCV,Computer Vision & Image Processing,0.04,Yes
Marc Stamminger,University of Erlangen–Nuremberg,ICCV,Computer Vision & Image Processing,0.04,Yes
Chandan K. Reddy,Virginia Tech,ICCV,Computer Vision & Image Processing,0.25,Yes
Damith Chinthana Ranasinghe,University of Adelaide,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Achi Brandt,Weizmann Institute of Science,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Boaz Nadler,Weizmann Institute of Science,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Kayvon Fatahalian,Stanford University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Mingxing Xu,Tsinghua University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Wenrui Dai,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Guo-Jun Qi,University of Central Florida,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Hongkai Xiong,Shanghai Jiao Tong University,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Dinesh Jayaraman,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.25,Yes
Dirk Englund,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Tim Weyrich,University College London,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Wenhu Chen,University of Waterloo,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Hansung Kim,University of Southampton,ICCV,Computer Vision & Image Processing,0.0625,Yes
Jean-Yves Guillemaut,University of Surrey,ICCV,Computer Vision & Image Processing,0.0625,Yes
Phil Blunsom,University of Oxford,ICCV,Computer Vision & Image Processing,0.04,Yes
Albert Gatt,University of Malta,ICCV,Computer Vision & Image Processing,0.25,Yes
Jane Bromley,Open University UK,ICCV,Computer Vision & Image Processing,0.04,Yes
Claudia Hauff,TU Delft,ICCV,Computer Vision & Image Processing,0.25,Yes
Justin Solomon 0001,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.25,Yes
Shanghang Zhang,Peking University,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Nianyi Li,Clemson University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Jingyi Yu,ShanghaiTech University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Jianmin Jiang,Shenzhen University,ICCV,Computer Vision & Image Processing,0.04,Yes
Dmitry P. Vetrov,HSE University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Yunpeng Li,University of Surrey,ICCV,Computer Vision & Image Processing,0.0625,Yes
Dan Huttenlocher,Massachusetts Institute of Technology,ICCV,Computer Vision & Image Processing,0.0625,Yes
Laurent Kneip,ShanghaiTech University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Andrew Gordon Wilson,New York University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Wei-Chen Chiu,National Chiao Tung University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Eunho Yang,KAIST,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Sung Ju Hwang,KAIST,ICCV,Computer Vision & Image Processing,0.0204081632653061,Yes
Nikolay Atanasov 0001,Univ. of California - San Diego,ICCV,Computer Vision & Image Processing,0.0625,Yes
George J. Pappas,University of Pennsylvania,ICCV,Computer Vision & Image Processing,0.0625,Yes
Gangshan Wu,Nanjing University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Ligang Liu,USTC,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Hujun Bao,Zhejiang University,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Felix Xiaozhu Lin,University of Virginia,ICCV,Computer Vision & Image Processing,0.04,Yes
John L. Barron,Western University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
David J. Fleet,University of Toronto,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Steven S. Beauchemin,Western University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Hazel Doughty,Leiden University,ICCV,Computer Vision & Image Processing,0.0082644628099173,Yes
Michael Wray,University of Bristol,ICCV,Computer Vision & Image Processing,0.0082644628099173,Yes
Shang-Tse Chen,National Taiwan University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Duen Horng Chau,Georgia Institute of Technology,ICCV,Computer Vision & Image Processing,0.0625,Yes
Aykut Erdem,Koç University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Erkut Erdem,Hacettepe University,ICCV,Computer Vision & Image Processing,0.0625,Yes
Zezhou Cheng,University of Virginia,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Hung-Kuo Chu,National Tsing Hua University,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Rao Muhammad Anwer,MBZUAI,ICCV,Computer Vision & Image Processing,0.0277777777777777,Yes
Stefan Roth 0001,TU Darmstadt,ICCV,Computer Vision & Image Processing,0.0123456790123456,Yes
Pierre Vandergheynst,EPFL,ICCV,Computer Vision & Image Processing,0.04,Yes
William Robson Schwartz,UFMG,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Martha White,University of Alberta,ICCV,Computer Vision & Image Processing,0.25,Yes
Mohit Bansal,University of North Carolina,ICCV,Computer Vision & Image Processing,0.25,Yes
Ulrich Neumann,University of Southern California,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Jeff Clune,University of British Columbia,ICCV,Computer Vision & Image Processing,0.1111111111111111,Yes
Kwang In Kim,POSTECH,CVPR,Computer Vision & Image Processing,0.04,Yes
Darren Cosker,University of Bath,CVPR,Computer Vision & Image Processing,0.04,Yes
Angjoo Kanazawa,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Deva Ramanan,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.04,Yes
Kaiming He,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Chris Xiaoxuan Lu,University College London,CVPR,Computer Vision & Image Processing,0.0082644628099173,Yes
Niki Trigoni,University of Oxford,CVPR,Computer Vision & Image Processing,0.0082644628099173,Yes
Andrew Markham,University of Oxford,CVPR,Computer Vision & Image Processing,0.0082644628099173,Yes
Hyun Soo Park,University of Minnesota,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Vincent Lepetit,Graz University of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Changqing Zhang,Tianjin University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Qinghua Hu,Tianjin University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Stefanos Zafeiriou,Imperial College London,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Markus H. Gross,ETH Zurich,CVPR,Computer Vision & Image Processing,0.0625,Yes
Anastasios Roussos,University of Exeter,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Angela Dai,TU Munich,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Manolis Savva,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Matthias Nießner,TU Munich,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Or Litany,Technion,CVPR,Computer Vision & Image Processing,0.0625,Yes
Richard H. Lathrop,Univ. of California - Irvine,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Tomás Lozano-Pérez,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ramazan Gokberk Cinbis,Middle East Technical University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Theo Gevers,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Arnold W. M. Smeulders,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Juergen Gall,University of Bonn,CVPR,Computer Vision & Image Processing,0.25,Yes
Gedas Bertasius,University of North Carolina,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ronald Poppe,Utrecht University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Mohamed Elhoseiny,KAUST,CVPR,Computer Vision & Image Processing,0.04,Yes
Marcus Rohrbach,TU Darmstadt,CVPR,Computer Vision & Image Processing,0.04,Yes
Shuicheng Yan,National University of Singapore,CVPR,Computer Vision & Image Processing,0.04,Yes
Daniel Lopresti,Lehigh University,CVPR,Computer Vision & Image Processing,0.04,Yes
Alan L. Yuille,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.04,Yes
Martial Hebert,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Peter Wonka,KAUST,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Luc Van Gool,ETH Zurich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Zhiyao Duan,University of Rochester,CVPR,Computer Vision & Image Processing,0.0625,Yes
Chenliang Xu,University of Rochester,CVPR,Computer Vision & Image Processing,0.0625,Yes
Alexander S. Ecker,University of Göttingen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Matthias Bethge,University of Tübingen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Si Liu 0001,Beihang University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Yipeng Qin,Cardiff University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Qifeng Chen,HKUST,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
In So Kweon,KAIST,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tieniu Tan,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.0625,Yes
Maneesh Agrawala,Stanford University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Brian Curless,University of Washington,CVPR,Computer Vision & Image Processing,0.015625,Yes
Louis-Philippe Morency,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jaegul Choo,KAIST,CVPR,Computer Vision & Image Processing,0.0625,Yes
Taylor Berg-Kirkpatrick,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.25,Yes
Bohan Zhuang,Zhejiang University,CVPR,Computer Vision & Image Processing,0.04,Yes
Lingqiao Liu,University of Adelaide,CVPR,Computer Vision & Image Processing,0.04,Yes
Chunhua Shen,Zhejiang University,CVPR,Computer Vision & Image Processing,0.04,Yes
Christoph Meinel,Hasso Plattner Institute,CVPR,Computer Vision & Image Processing,0.04,Yes
Petr Kellnhofer,TU Delft,CVPR,Computer Vision & Image Processing,0.04,Yes
Gordon Wetzstein,Stanford University,CVPR,Computer Vision & Image Processing,0.04,Yes
Chelsea Finn,Stanford University,CVPR,Computer Vision & Image Processing,0.04,Yes
Sergey Levine,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.04,Yes
Yarin Gal,University of Oxford,CVPR,Computer Vision & Image Processing,0.25,Yes
Trevor Darrell,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jitendra Malik,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.0625,Yes
Enhong Chen,USTC,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Yiming Yang,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tony Russell-Rose,Goldsmiths University of London,CVPR,Computer Vision & Image Processing,0.0625,Yes
Pradeep Sen,Univ. of California - Santa Barbara,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Adam Finkelstein,Princeton University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tony F. Chan,KAUST,CVPR,Computer Vision & Image Processing,0.25,Yes
Danfei Xu,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.04,Yes
Jimmy Ba,University of Toronto,CVPR,Computer Vision & Image Processing,0.25,Yes
Björn Ommer,LMU Munich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ferenc Huszar,University of Cambridge,CVPR,Computer Vision & Image Processing,0.01,Yes
Radu Timofte,University of Würzburg,CVPR,Computer Vision & Image Processing,0.04,Yes
Martin Jaggi,EPFL,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Vlad Niculae,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Eduard Hovy,University of Melbourne,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Xinghao Ding,Xiamen University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Vishal M. Patel,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Siwei Ma,Peking University,CVPR,Computer Vision & Image Processing,0.01,Yes
Taesup Moon,Seoul National University,CVPR,Computer Vision & Image Processing,0.0625,Yes
David Duvenaud,University of Toronto,CVPR,Computer Vision & Image Processing,0.04,Yes
Kyle Cranmer,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.25,Yes
Michael I. Jordan,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.25,Yes
Abhinav Shrivastava,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
James Hays,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
David Bau,Northeastern University,CVPR,Computer Vision & Image Processing,0.04,Yes
Bolei Zhou,Univ. of California - Los Angeles,CVPR,Computer Vision & Image Processing,0.04,Yes
Liang Lin,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Nassir Navab,TU Munich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Marleen de Bruijne,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.04,Yes
Christopher K. I. Williams,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chen Change Loy,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.0016,Yes
Dahua Lin,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0016,Yes
Shuiwang Ji,Texas A&M University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jianbo Shi,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yuexin Ma,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Lan Xu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Jingyi Yu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Mingming Gong,University of Melbourne,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Dacheng Tao,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ivan Laptev,MBZUAI,CVPR,Computer Vision & Image Processing,0.25,Yes
Hengshuang Zhao,University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Hakan Bilen,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.0625,Yes
Pietro Perona,California Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,Yes
Yoshua Bengio,University of Montreal,CVPR,Computer Vision & Image Processing,0.0625,Yes
Georgia Gkioxari,California Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Gady Agam,Illinois Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Pang Wei Koh,University of Washington,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Subhransu Maji,University of Massachusetts Amherst,CVPR,Computer Vision & Image Processing,0.25,Yes
Amos J. Storkey,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.0625,Yes
Henry Gouk,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.0625,Yes
Eibe Frank,University of Waikato,CVPR,Computer Vision & Image Processing,0.0625,Yes
Bernhard Pfahringer,University of Waikato,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jiying Zhao,University of Ottawa,CVPR,Computer Vision & Image Processing,0.04,Yes
Yuichi Yoshida,National Institute of Informatics,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tat-Seng Chua,National University of Singapore,CVPR,Computer Vision & Image Processing,0.0625,Yes
Sungroh Yoon,Seoul National University,CVPR,Computer Vision & Image Processing,0.04,Yes
Suha Kwak,POSTECH,CVPR,Computer Vision & Image Processing,0.25,Yes
Nojun Kwak,Seoul National University,CVPR,Computer Vision & Image Processing,0.04,Yes
Chi-Keung Tang,HKUST,CVPR,Computer Vision & Image Processing,0.0625,Yes
Hao Su 0001,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.0625,Yes
Leonidas J. Guibas,Stanford University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Haggai Maron,Technion,CVPR,Computer Vision & Image Processing,0.04,Yes
Yaron Lipman,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.04,Yes
Xubo Song,OHSU,CVPR,Computer Vision & Image Processing,0.25,Yes
Kwang Moo Yi,University of British Columbia,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ranjay Krishna,University of Washington,CVPR,Computer Vision & Image Processing,0.0625,Yes
Seon Joo Kim,Yonsei University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yu-Wing Tai,Dartmouth College,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Shih-Chieh Chang,National Tsing Hua University,CVPR,Computer Vision & Image Processing,0.04,Yes
Haibin Ling,Stony Brook University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Kyunghyun Cho,New York University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Hongdong Li,Australian National University,CVPR,Computer Vision & Image Processing,0.0625,Yes
J. Zico Kolter,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,Yes
Laurent El Ghaoui,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yunhai Tong,Peking University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Bernard Ghanem,KAUST,CVPR,Computer Vision & Image Processing,0.0625,Yes
Tom Drummond,University of Melbourne,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Alexander Binder,University of Magdeburg,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Wojciech Samek,TU Berlin,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Yu-Shen Liu,Tsinghua University,CVPR,Computer Vision & Image Processing,0.04,Yes
Zhizhong Han,Wayne State University,CVPR,Computer Vision & Image Processing,0.04,Yes
Jiaya Jia,HKUST,CVPR,Computer Vision & Image Processing,0.04,Yes
Matthias Zwicker,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.04,Yes
Ruimao Zhang,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Phillip Isola,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jun-Yan Zhu,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Dong Gong,UNSW,CVPR,Computer Vision & Image Processing,0.015625,Yes
Qinfeng Shi,University of Adelaide,CVPR,Computer Vision & Image Processing,0.015625,Yes
Nick Barnes,Australian National University,CVPR,Computer Vision & Image Processing,0.25,Yes
Tomer Michaeli,Technion,CVPR,Computer Vision & Image Processing,0.25,Yes
Xiaoou Tang,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Michael Carbin,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,Yes
Pieter Abbeel,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Shai Avidan,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.25,Yes
Alexandre Alahi,EPFL,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Yvette Graham,Trinity College Dublin,CVPR,Computer Vision & Image Processing,0.01,Yes
Rongrong Ji,Xiamen University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Guodong Guo,West Virginia University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Jordi Torres,Polytechnic University of Catalonia,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Henghui Ding,Fudan University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Zhanyu Ma,BUPT,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Yi-Zhe Song,University of Surrey,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Jilles Vreeken,CISPA Helmholtz Center,CVPR,Computer Vision & Image Processing,0.25,Yes
Chaoning Zhang,UESTC,CVPR,Computer Vision & Image Processing,0.0625,Yes
Manmohan Chandraker,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.04,Yes
Ioannis Mitliagkas,University of Montreal,CVPR,Computer Vision & Image Processing,0.0625,Yes
Angel X. Chang,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.0059171597633136,Yes
Pat Hanrahan,Stanford University,CVPR,Computer Vision & Image Processing,0.0059171597633136,Yes
Qi-Xing Huang,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.0059171597633136,Yes
Shuran Song,Stanford University,CVPR,Computer Vision & Image Processing,0.0059171597633136,Yes
Fisher Yu 0001,ETH Zurich,CVPR,Computer Vision & Image Processing,0.0059171597633136,Yes
Alexander C. Berg,Univ. of California - Irvine,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Saurabh Bagchi,Purdue University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Ramesh Govindan,University of Southern California,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Virginie Fresse,Université Jean Monnet,CVPR,Computer Vision & Image Processing,0.0625,Yes
Alla Sheffer,University of British Columbia,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Zhuowen Tu,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,1.0,Yes
Stan Z. Li,Westlake University,CVPR,Computer Vision & Image Processing,0.04,Yes
Nir Friedman,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,0.25,Yes
Luc De Raedt,KU Leuven,CVPR,Computer Vision & Image Processing,0.25,Yes
Kristian Kersting,TU Darmstadt,CVPR,Computer Vision & Image Processing,0.25,Yes
Minjie Cai,Hunan University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yoichi Sato,University of Tokyo,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Kede Ma,City University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yong Jae Lee,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yuanzhi Li,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,Yes
