Faculty Name,University,Conference,Category,Score,Matched
Irene Amerini,Sapienza University of Rome,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yasushi Yagi,Osaka University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Yongfeng Zhang,Rutgers University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Hongteng Xu,Renmin University of China,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Hongyuan Zha,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Naveed Akhtar,University of Melbourne,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ajmal Mian,University of Western Australia,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Wengong Jin,Northeastern University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Regina Barzilay,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Hans-Peter Kriegel,LMU Munich,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Shiyu Chang,Univ. of California - Santa Barbara,CVPR,Computer Vision & Image Processing,0.04,Yes
Mark Hasegawa-Johnson,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.04,Yes
Anastasios Roussos,University of Exeter,CVPR,Computer Vision & Image Processing,0.04,Yes
Volker Blanz,University of Siegen,CVPR,Computer Vision & Image Processing,0.25,Yes
Seung-Hwan Baek,POSTECH,CVPR,Computer Vision & Image Processing,0.25,Yes
Angela Dai,TU Munich,CVPR,Computer Vision & Image Processing,0.0123456790123456,Yes
Dimitris Samaras,Stony Brook University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Sanjeev Arora,Princeton University,CVPR,Computer Vision & Image Processing,0.04,Yes
Mikhail Khodak,University of Wisconsin - Madison,CVPR,Computer Vision & Image Processing,0.04,Yes
Andreas Lanitis,Cyprus University of Technology,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Francesco Locatello,IST Austria,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Stefan Bauer,TU Munich,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Lan Xu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Jingyi Yu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Rongrong Ji,Xiamen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Xiaoshuai Sun,Xiamen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Jinsong Su,Xiamen University,CVPR,Computer Vision & Image Processing,0.04,Yes
Liqiang Nie,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Tat-Seng Chua,National University of Singapore,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Ran El-Yaniv,Technion,CVPR,Computer Vision & Image Processing,0.25,Yes
Ming Liu 0001,HKUST,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Rong Xie,Wuhan University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yuri Boykov,University of Waterloo,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Chunhua Shen,Zhejiang University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Linchao Bao,University of Birmingham,CVPR,Computer Vision & Image Processing,0.04,Yes
Olga Russakovsky,Princeton University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Feng Zheng,SUSTech,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Volker Tresp,LMU Munich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Mohamed Elhoseiny,KAUST,CVPR,Computer Vision & Image Processing,0.015625,Yes
Changqing Yin,Tongji University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Theo Gevers,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.0625,Yes
Manmohan Chandraker,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.04,Yes
Wei-Lun Chao,Ohio State University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Subhransu Maji,University of Massachusetts Amherst,CVPR,Computer Vision & Image Processing,0.04,Yes
Apu Kapadia,Indiana University,CVPR,Computer Vision & Image Processing,0.04,Yes
Daniel Cremers,TU Munich,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Stan Sclaroff,Boston University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Mark Yatskar,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Luke Zettlemoyer,University of Washington,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Katerina Fragkiadaki,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Hujun Bao,Zhejiang University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Roger Grosse,University of Toronto,CVPR,Computer Vision & Image Processing,0.0625,Yes
Greg Ver Steeg,Univ. of California - Riverside,CVPR,Computer Vision & Image Processing,0.0625,Yes
Achuta Kadambi,Univ. of California - Los Angeles,CVPR,Computer Vision & Image Processing,0.04,Yes
Simon Korman,University of Haifa,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Christian Richardt,University of Bath,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Justine Cassell,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,Yes
Louis-Philippe Morency,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Otmar Hilliges,ETH Zurich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Tao Xiang 0002,University of Surrey,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Timothy M. Hospedales,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Or Litany,Technion,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Seunghoon Hong,KAIST,CVPR,Computer Vision & Image Processing,0.04,Yes
Sungroh Yoon,Seoul National University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Wolfgang Heidrich,KAUST,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Gordon Wetzstein,Stanford University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Peter Wonka,KAUST,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Omer Levy,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Jaakko Lehtinen,Aalto University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Sunghyun Cho,POSTECH,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Minhyuk Sung,KAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ngai-Man Cheung,SUTD,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Shuhang Gu,UESTC,CVPR,Computer Vision & Image Processing,0.0625,Yes
Wangmeng Zuo,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Shengping Zhang,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Debin Zhao,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Jiatao Gu,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.04,Yes
Andreas Lehrmann,THWS,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Nima Khademi Kalantari,Texas A&M University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Ryan Farrell,Brigham Young University,CVPR,Computer Vision & Image Processing,0.25,Yes
Chi-Wing Fu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yoshinobu Sato,NAIST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Joachim Denzler,Friedrich Schiller University Jena,CVPR,Computer Vision & Image Processing,0.25,Yes
Jiayu Zhou,Michigan State University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Venkatesh Saligrama,Boston University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Aljosa Smolic,Trinity College Dublin,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yuejie Zhang,Fudan University,CVPR,Computer Vision & Image Processing,0.04,Yes
Ehsan Elhamifar,Northeastern University,CVPR,Computer Vision & Image Processing,0.25,Yes
Gregory Shakhnarovich,TTI Chicago,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Sudeep Sarkar,University of South Florida,CVPR,Computer Vision & Image Processing,0.25,Yes
Ravi Kiran Sarvadevabhatla,IIIT Hyderabad,CVPR,Computer Vision & Image Processing,0.0625,Yes
Benjamin Kuipers,University of Michigan,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Nicu Sebe,University of Trento,CVPR,Computer Vision & Image Processing,0.04,Yes
Boxin Shi,Peking University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Sai Kit Yeung,HKUST,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Clayton Scott,University of Michigan,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Siyu Tang 0001,ETH Zurich,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Tejas Gokhale,Univ. of Maryland - Baltimore County,CVPR,Computer Vision & Image Processing,0.04,Yes
Chitta Baral,Arizona State University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yezhou Yang,Arizona State University,CVPR,Computer Vision & Image Processing,0.04,Yes
Martin Ester,Simon Fraser University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Pan Zhou 0002,Singapore Management University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Steven C. H. Hoi,Singapore Management University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Michael M. Bronstein,Imperial College London,CVPR,Computer Vision & Image Processing,0.0625,Yes
Joan Bruna,New York University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ladislav Kavan,University of Utah,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Jiangtao Wen,Tsinghua University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Emanuele Trucco,University of Dundee,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Georgia Gkioxari,California Institute of Technology,CVPR,Computer Vision & Image Processing,0.0625,Yes
Frank Hutter,University of Freiburg,CVPR,Computer Vision & Image Processing,0.25,Yes
Iryna Gurevych,TU Darmstadt,CVPR,Computer Vision & Image Processing,0.04,Yes
Abir Das,IIT Kharagpur,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yuke Zhu,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.0069444444444444,Yes
Justin Johnson 0001,University of Michigan,CVPR,Computer Vision & Image Processing,0.0069444444444444,Yes
Michael S. Bernstein,Stanford University,CVPR,Computer Vision & Image Processing,0.0069444444444444,Yes
Li Fei-Fei 0001,Stanford University,CVPR,Computer Vision & Image Processing,0.0069444444444444,Yes
Dana Angluin,Yale University,CVPR,Computer Vision & Image Processing,0.25,Yes
Erkun Yang,Xidian University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Tongliang Liu,University of Sydney,CVPR,Computer Vision & Image Processing,0.015625,Yes
Masashi Sugiyama,University of Tokyo,CVPR,Computer Vision & Image Processing,0.04,Yes
Avrim Blum,TTI Chicago,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Aristidis Likas,University of Ioannina,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Michal Irani,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Ser-Nam Lim,University of Central Florida,CVPR,Computer Vision & Image Processing,0.0625,Yes
Youngjae Yu,Yonsei University,CVPR,Computer Vision & Image Processing,0.04,Yes
Gunhee Kim,Seoul National University,CVPR,Computer Vision & Image Processing,0.04,Yes
Jacob Whitehill,Worcester Polytechnic Institute,CVPR,Computer Vision & Image Processing,0.04,Yes
Pietro Lió,University of Cambridge,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Simon Lucey,University of Adelaide,CVPR,Computer Vision & Image Processing,0.01,Yes
Huaizu Jiang,Northeastern University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Qixing Huang,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.04,Yes
Peter L. Bartlett,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.25,Yes
Simon S. Du,University of Washington,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Wei Hu 0014,University of Michigan,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Zhiyuan Li 0005,TTI Chicago,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Ruosong Wang,Peking University,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Marcus Frean,Victoria University of Wellington,CVPR,Computer Vision & Image Processing,0.0277777777777777,Yes
Guillaume Lajoie,University of Montreal,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Anand Mishra 0001,IIT Jodhpur,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
C. V. Jawahar,IIIT Hyderabad,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Maneesh Agrawala,Stanford University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Smita Krishnaswamy,Yale University,CVPR,Computer Vision & Image Processing,0.25,Yes
Sagie Benaim,Hebrew University of Jerusalem,CVPR,Computer Vision & Image Processing,0.25,Yes
Quanxue Gao,Xidian University,CVPR,Computer Vision & Image Processing,0.04,Yes
Heng Huang,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Sepp Hochreiter,JKU Linz,CVPR,Computer Vision & Image Processing,0.04,Yes
Hengshuang Zhao,University of Hong Kong,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Yanlin Weng,Zhejiang University,CVPR,Computer Vision & Image Processing,0.04,Yes
Yiying Tong,Michigan State University,CVPR,Computer Vision & Image Processing,0.04,Yes
Lawrence Carin,Duke University,CVPR,Computer Vision & Image Processing,0.04,Yes
Chelsea Finn,Stanford University,CVPR,Computer Vision & Image Processing,0.04,Yes
Luca Benini,ETH Zurich,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Serge J. Belongie,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.01,Yes
Shenghua Gao,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.04,Yes
Thamar Solorio,MBZUAI,CVPR,Computer Vision & Image Processing,0.0625,Yes
Vladimir Vapnik,Columbia University,CVPR,Computer Vision & Image Processing,0.25,Yes
Matthias Bethge,University of Tübingen,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Junjun Jiang,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.015625,Yes
Kui Jia,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.04,Yes
Hassan Foroosh,University of Central Florida,CVPR,Computer Vision & Image Processing,0.04,Yes
Siwei Ma,Peking University,CVPR,Computer Vision & Image Processing,0.01,Yes
Martin Wattenberg,Harvard University,CVPR,Computer Vision & Image Processing,0.01,Yes
Gal Chechik,Bar-Ilan University,CVPR,Computer Vision & Image Processing,0.04,Yes
Jonathan Berant,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.04,Yes
Amir Globerson,Tel Aviv University,CVPR,Computer Vision & Image Processing,0.04,Yes
Matthias Althoff,TU Munich,CVPR,Computer Vision & Image Processing,0.25,Yes
Abhinav Dhall,IIT Ropar,CVPR,Computer Vision & Image Processing,0.0625,Yes
Rico Sennrich,University of Zurich,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Alexandra Birch,University of Edinburgh,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Yulia Tsvetkov,University of Washington,CVPR,Computer Vision & Image Processing,0.0625,Yes
Can Gao,Shenzhen University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Vicente Ordonez,Rice University,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jana Kosecka,George Mason University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Mario Fritz,CISPA Helmholtz Center,CVPR,Computer Vision & Image Processing,0.0625,Yes
Yitong Wang,Fudan University,CVPR,Computer Vision & Image Processing,0.015625,Yes
Stacy Marsella,Northeastern University,CVPR,Computer Vision & Image Processing,0.25,Yes
Yu-Kun Lai,Cardiff University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Weiwei Xu,Zhejiang University,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Shihong Xia,Chinese Academy of Sciences,CVPR,Computer Vision & Image Processing,0.0204081632653061,Yes
Frank Weichert,TU Dortmund,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Jeong Joon Park,University of Michigan,CVPR,Computer Vision & Image Processing,0.04,Yes
Takeo Kanade,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,Yes
Gangshan Wu,Nanjing University,CVPR,Computer Vision & Image Processing,0.0625,Yes
Ovidiu Daescu,University of Texas at Dallas,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
Shimon Ullman,Weizmann Institute of Science,CVPR,Computer Vision & Image Processing,0.25,Yes
Mário A. T. Figueiredo,Universidade de Lisboa,CVPR,Computer Vision & Image Processing,0.1111111111111111,Yes
